0.00,0.00,0.00,0.00
0.12,-0.31,0.00,5.00
-0.06,-0.50,0.00,10.00
-0.06,-1.00,0.00,20.00
-0.06,-1.31,0.00,25.00
-0.12,-1.44,0.00,30.00
-0.12,-1.94,0.00,40.00
-0.69,-2.31,0.00,45.00
-0.50,-2.62,0.00,50.00
-0.19,-2.94,0.00,55.00
0.75,-3.69,0.00,70.00
0.19,-4.19,0.00,75.00
-0.56,-5.06,0.00,90.00
