-0.0625	-0.5625	-0.0625
		
-0.0625	-1.125	0
		
-0.0625	-1.5625	-0.0625
		
-0.125	-2.25	-0.1875
		
-0.125	-3.5	-0.1875
		
-0.1875	-3.875	-0.3125
		
-0.1875	-4.4375	-0.375
		
-0.25	-5.125	-0.375
		
-0.25	-5.75	-0.375
		
-0.1875	-6.375	-0.4375
		
-0.3125	-7.6875	-0.5

