-0.013401	-0.007291	-0.007725
		
-0.026983	0.001588	0.000907
		
-0.045156	-0.005676	-0.001772
		
-0.056417	-0.002277	0.003123
		
-0.077603	-0.004966	0.010914
		
-0.088815	-0.008891	0.008414
		
-0.106935	-0.026342	0.003383
		
-0.111257	-0.014398	0.007999

